08-18 01:33:42.812   782   795 I TestRunner: started: leaving_the_composer_saves_a_draft_and_editing_reuses_it(jp.golia.mailrs.MailFlowTest)
08-18 01:33:42.821  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.getKeyboardInitialStates():131
08-18 01:33:42.821  1454  1454 W Keyboard: Keyboard.getKeyboardViewHelper():597 null helper is returned: keyboardDef=kze{processedConditions={enable_more_candidates_view_for_multilingual=false, layout_9key_split=false, enable_secondary_symbols=false, language=en-US, deprecate_long_press_space_for_ime_picker=false, expressions=normal, enable_access_points_in_password_number=false, show_suggestions=true, enable_flick_symbols=true, variant=qwerty, device=phone, keyboard_mode=normal, show_secondary_digits=false, enable_preemptive_decode=true, rtl_layout=false}, globalConditions={global_theme_key=theme_!gsf_!pgsans_!pgsf_!use_system_font_BORDER=true_FLAVOR_DPI=XXHDPI_KEYBOARD_WIDTH_CATEGORY=NORMAL_LIGHT_THEME=true_PHYSICAL_DIAGONAL=5.9809904_SCREEN_SHORTEST_WIDTH=411_SCREEN_SHORTEST_WIDTH_NO_SCALE=411_bottom4dp_enable_google_fonts_icons=true_enable_popup_on_keypress=true_keyboard_redesign_google_sans=true_noshadow_overlay_builtin_dynamic_color_light_base.binarypb:gm3-light-fffaf8ff-ff475d92-6dac7c28fa7faa76f8370bbfdbc77981_silkpopup_unify_function_key_color=true, global_locale=en_US, global_density_dpi=420, global_orientation=1}, className=.latin.keyboard.LatinPasswordKeyboard, resourceIds=[#0x7f17065e, #0x7f1708dc, #0x7f17071c], initialStates=0, keyboardViewDefs=[kzt{direction=null, id=#0x7f0b0166, isScalable=true, layoutId=#0x7f0e0346, type=BODY, touchable=true, defaultShow=true}, kzt{direction=null, id=#0x7f0b0166, isScalable=false, layoutId=#0x7f0e01db, type=FLOATING_CANDIDATES, touchable=false, defaultShow=false}, kzt{direction=LOCALE, id=#0x7f0b0166, isScalable=false, layoutId=#0x7f0e04d8, type=HEADER, touchable=true, defaultShow=true}], persistentStates=0, persistentStatesPrefKey=null, popupBubbleLayoutId=#0x7f0e05ce, recentKeyLayoutId=0, recentKeyPopupLayoutId=0, recentKeyType=null, rememberRecentKey=NONE, sessionStates=17592186044419}, type=WIDGET, helpersCreated=[kkl@536e53c, kkl@aa012c5, kkl@53e341a, null], context.getResources().getConfiguration(): {1.0 310mcc260mnc [en_US] ldltr sw411dp w411dp h866dp 420dpi nrml long port finger qwerty/v/v dpad/v winConfig={ mBounds=Rect(0, 0 - 1080, 2400) mAppBounds=Rect(0, 0 - 1080, 2337) mMaxBounds=Rect(0, 0 - 1080, 2400) mDisplayRotation=ROTATION_0 mWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.3 s.37 fontWeightAdjustment=0}
08-18 01:33:42.821  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.822  1454  1454 I AndroidIME: InputBundleManager.startInput():361 startInput() with kzp[keyboardType=prime, payload=null]
08-18 01:33:42.822  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onActivate():70
08-18 01:33:42.822   638   904 I TetheringManager: registerTetheringEventCallback caller:android
08-18 01:33:42.822   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Registering listener for serviceType: _googlecast._tcp.local
08-18 01:33:42.824   638   901 D ConnectivityService: NetReassign [no changes] [c 0] [a 0] [i 0]
08-18 01:33:42.824  1454  1454 I CrowdsourceExtension: CrowdsourceExtension.checkIfDefaultBrowserIsAllowed():109 Failed to get default browser. The default browser may be deactivated.
08-18 01:33:42.825  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension.onActivate():186 Not activated NewLanguagePromptExtension: not a normal text input box.
08-18 01:33:42.825  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@c50f419, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:33:42.825  1454  1454 I HardKeyTracker: HardKeyTracker.unregisterKeySequence():182 Unregister key sequence lsr{labelResId=2132020165, callback=cbb@fb8198c, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:33:42.825  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@1b9ca29, lastModifier=2, keyCodes=[56], actions=[0]}
08-18 01:33:42.825  1454  1454 I HardKeyTracker: HardKeyTracker.registerKeySequence():138 Register key sequence lsr{labelResId=2132020165, callback=cbb@5db32dc, lastModifier=0, keyCodes=[317], actions=[0]}
08-18 01:33:42.825  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.cancelShutdown():100 cancelShutdown()
08-18 01:33:42.825  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.syncLanguagePacks():112 syncLanguagePacks()
08-18 01:33:42.825  1454  1454 I VoiceInputManager: VoiceInputManager.onKeyboardActivated():1023 onKeyboardActivated() [UD]
08-18 01:33:42.826  1454  1454 I AccessoryInputModeManager: AccessoryInputModeManager.onModeStarted():322 Accessory input mode started: null
08-18 01:33:42.826  1454  1454 I ProactiveUndoTriggerExtension: ProactiveUndoTriggerExtension.eventConsumer$lambda$0():125 kyp{intention=null, keyCode=-10160, DEACTIVATE_SUPPLEMENTARY_KEYBOARD, data=accessory_candidates_consumer}
08-18 01:33:42.826  1454  1454 W SupplementaryKeyboardsWrapper: SupplementaryKeyboardsWrapper.deactivateKeyboard():160 keyboard accessory_candidates_consumer is not activated before!
08-18 01:33:42.826   638  1663 V GrammaticalInflectionUtils: AttributionSource: AttributionSource { uid = 10344, packageName = null, attributionTag = null, token = android.os.Binder@33c18a5, deviceId = 0, next = null } does not have READ_SYSTEM_GRAMMATICAL_GENDER permission.
08-18 01:33:42.826  1454  1454 I KeyboardModeUtils: KeyboardModeUtils.getKeyboardBottomOffset():437 inch: 0.000000 ydpi: 420.000000 adjustKeyboardBottomByDisplaySize: false currentDensityDpi: 420 defaultDensityDpi: 420 keyboardBottomToScreenPx: 0 keyboardBottomToNavBarPx: -126 navBarHeight: 126
08-18 01:33:42.826  1454  1454 I ResizableKeyboardModeController: ResizableKeyboardModeController.getKeyboardBottomOffset():182 currentPrimeKeyboardType:SOFT keyboardBottomOffset:0 navBarHeight:126 isInLandscape:false
08-18 01:33:42.826  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.827  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.827  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.827  1454  1454 W ExtensionWrapper: ExtensionWrapper.setExtensionViewVisibility():801 interface koa is not activate
08-18 01:33:42.830  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:33:42.831  1454  1454 I VoiceImeExtension: VoiceImeExtension.shouldStartVoiceInputAutomaticallyInCurrentInputBox():469 No private IME option set to start voice input.
08-18 01:33:42.831  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInputView():1524
08-18 01:33:42.832  1454  1454 I GlobeKeyExtension: GlobeKeyExtension.onDeactivate():104
08-18 01:33:42.833  1454  1454 I VoiceInputManagerWrapper: VoiceInputManagerWrapper.shutdown():122 shutdown()
08-18 01:33:42.834  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id spell_check_add_to_dictionary not found in tooltipManager.
08-18 01:33:42.834  1454  1454 I AndroidIME: AbstractIme.onDeactivate():203 PasswordIme.onDeactivate()
08-18 01:33:42.834  1454  1454 I ImeTracker: system_server:a875ecb8: onHidden
08-18 01:33:42.834 19153 19153 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:33:42.835  1454  5362 I SpeechFactory: SpeechRecognitionFactory.maybeScheduleAutoPackDownloadForFallback():161 maybeScheduleAutoPackDownloadForFallback()
08-18 01:33:42.835  1454  1454 I ImeTracker: system_server:263d0229: onHidden
08-18 01:33:42.835  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.835  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.835  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notifyWithWindow():166
08-18 01:33:42.835  1454  1454 I WindowMetricsNotification: WindowMetricsNotification.notify():159 mub[bounds=Rect(0, 132 - 1080, 2400), insets=Rect(0, 0 - 0, 126), densityDpi=420, smallestScreenWidthDp=411, displayWidth=1080, displayHeight=2400, xdpi=420.0, ydpi=420.0, isTrustable=true, displayId=0]; DisplayMetrics{density=2.625, width=1080, height=2400, scaledDensity=2.625, xdpi=420.0, ydpi=420.0}
08-18 01:33:42.835  1251  1251 D RecentsView: onTaskRemoved: 1079, not handling task stack changes
08-18 01:33:42.836  1251  1251 D RecentsView: onTaskRemoved: 1079, not handling task stack changes
08-18 01:33:42.836   638   662 I ImeTracker: system_server:ab4895ce: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:33:42.836   638   904 I WifiService: acquireMulticastLock uid=1000 lockTag=NsdService
08-18 01:33:42.842   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Registering listener for serviceType: _googlecast._tcp.local
08-18 01:33:42.844   983  1124 D SplashScreenView: Build android.window.SplashScreenView{d38330b V.E...... ......ID 0,0-0,0}
08-18 01:33:42.844   983  1124 D SplashScreenView: Icon: view: null drawable: null size: 0
08-18 01:33:42.844   983  1124 D SplashScreenView: Branding: view: android.view.View{5fd45e8 G.ED..... ......I. 0,0-0,0 #1020541 android:id/splashscreen_branding_view} drawable: null size w: 0 h: 0
08-18 01:33:42.846  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=HEADER keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{f420f3 V.E...... ........ 0,0-1080,116}
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I GoogleInputMethodService: GoogleInputMethodService$1.onKeyboardViewShown():312 onKeyboardViewShown: keyboardType=prime, keyboardViewType=BODY keyboardView=com.google.android.libraries.inputmethod.widgets.SoftKeyboardView{fe4af22 V.E...... ........ 0,0-1080,641}
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I NewLanguagePromptExtension: NewLanguagePromptExtension$1.onKeyboardViewShown():86 Not show new language banner: not prime keyboard, or the extension not activated.
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.846   498   630 I BpBinder: onLastStrongRef automatically unlinking death recipients:
08-18 01:33:42.846  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.847  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.848  1454  1454 I KeyboardHeightUtil: KeyboardHeightUtil.calculateMaxKeyboardBodyHeight():46 leave 281 height for app when ime window height:2142, header height:116 and isFullscreenMode:false, so the max keyboard body height is:1745
08-18 01:33:42.855 19153 19153 I ImeTracker: system_server:ab4895ce: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:33:42.856   548   627 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:33:42.856  1454  5362 I FallbackOnDeviceRecognitionProvider: FallbackOnDeviceRecognitionProvider.maybeScheduleAutoPackDownload():198 maybeScheduleAutoPackDownload() for language tag en-US
08-18 01:33:42.862   782   782 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ab499d2 in: PRE_ON_CREATE
08-18 01:33:42.862   782   782 V ActivityScenario: Activity lifecycle changed event received but ignored because the reported transition was not ON_CREATE while the last known transition was PRE_ON_CREATE
08-18 01:33:42.864   782   782 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ab499d2 in: CREATED
08-18 01:33:42.865   782   782 V ActivityScenario: Update currentActivityStage to CREATED, currentActivity=jp.golia.mailrs.MainActivity@ab499d2
08-18 01:33:42.865   782   782 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ab499d2 in: STARTED
08-18 01:33:42.865   782   782 V ActivityScenario: Update currentActivityStage to STARTED, currentActivity=jp.golia.mailrs.MainActivity@ab499d2
08-18 01:33:42.866   782   782 D AutofillManager: Fill dialog is enabled:false, hints=[]
08-18 01:33:42.866   782   782 D LifecycleMonitor: Lifecycle status change: jp.golia.mailrs.MainActivity@ab499d2 in: RESUMED
08-18 01:33:42.866   782   782 V ActivityScenario: Update currentActivityStage to RESUMED, currentActivity=jp.golia.mailrs.MainActivity@ab499d2
08-18 01:33:42.867  1568  1844 I AssistantForeground: (REDACTED) Get launcher package: %s
08-18 01:33:42.900   830   830 D VRI[InstrumentationActivityInvoker$EmptyActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:33:42.923   455   503 I RanchuHwc: logCompositionFallbackIfChanged: layer 5735 CompositionType fallback from 3 to 1
08-18 01:33:42.944   638   658 I ActivityTaskManager: Displayed jp.golia.mailrs/.MainActivity for user 0: +121ms
08-18 01:33:42.946   638   662 I ImeTracker: system_server:b9110e27: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:33:42.948 19153 19153 I ImeTracker: system_server:b9110e27: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:33:42.964   782   782 E ImeBackDispatcher: Ime callback not found. Ignoring unregisterReceivedCallback. callbackId: 195198971
08-18 01:33:42.965   638   749 I ImeTracker: jp.golia.mailrs:39cf8368: onRequestHide at ORIGIN_SERVER reason HIDE_UNSPECIFIED_WINDOW fromUser false
08-18 01:33:42.967   782   782 D InsetsController: hide(ime(), fromIme=false)
08-18 01:33:42.967   782   782 I ImeTracker: jp.golia.mailrs:39cf8368: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
08-18 01:33:42.968  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onFinishInput():2043
08-18 01:33:42.969   830   830 W WindowOnBackDispatcher: sendCancelIfRunning: isInProgress=false callback=android.app.Activity$$ExternalSyntheticLambda0@f1dcdfc
08-18 01:33:42.969  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
08-18 01:33:42.969  1454  1454 I GoogleInputMethodService: GoogleInputMethodService.onStartInput():1293 onStartInput(EditorInfo{EditorInfo{packageName=jp.golia.mailrs, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
08-18 01:33:42.969  1454  1454 I Module  : DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
08-18 01:33:42.970   830   830 D ViewRootImpl: Skipping stats log for color mode
08-18 01:33:42.971   638  1728 I ImeTracker: system_server:1f40ea0a: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:33:42.971   638   661 I ImeTracker: system_server:1f40ea0a: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:33:42.980  1251  1251 D RecentsView: onTaskRemoved: 1080, not handling task stack changes
08-18 01:33:42.981  1251  1251 D RecentsView: onTaskRemoved: 1080, not handling task stack changes
08-18 01:33:42.995   638   662 I ImeTracker: system_server:1735f010: onRequestShow at ORIGIN_SERVER reason CONTROLS_CHANGED fromUser false
08-18 01:33:42.999   782   782 I ImeTracker: system_server:1735f010: onCancelled at PHASE_CLIENT_ON_CONTROLS_CHANGED
08-18 01:33:43.003   638   648 I system_server: NativeAlloc concurrent mark compact GC freed 12MB AllocSpace bytes, 11(220KB) LOS objects, 38% free, 37MB/61MB, paused 1.643ms,733us total 113.436ms
08-18 01:33:43.078   548   627 W IPCThreadState: Sending oneway calls to frozen process.
08-18 01:33:43.112   437  5382 D android.hardware.audio@7.1-impl.ranchu: threadLoop: entering standby, frames: 112464384
08-18 01:33:43.112   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: joining consumeThread
08-18 01:33:43.115   437  1741 D android.hardware.audio@7.1-impl.ranchu: consumeThread: exiting
08-18 01:33:43.115   437  5382 D android.hardware.audio@7.1-impl.ranchu: ~TinyalsaSink: stopping PCM stream
08-18 01:33:43.340  1454  1454 W TooltipLifecycleManager: TooltipLifecycleManager.dismissTooltips():154 Tooltip with id undo_access_point_promotion_banner not found in tooltipManager.
08-18 01:33:43.342   638  1728 I ImeTracker: system_server:b613c9c9: onRequestHide at ORIGIN_SERVER reason IME_REQUESTED_CHANGED_LISTENER fromUser false
08-18 01:33:43.342   638   661 I ImeTracker: system_server:b613c9c9: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-18 01:33:43.426 19153 19153 D VRI[HostPhotoPagerActivity]: visibilityChanged oldVisibility=true newVisibility=false
08-18 01:33:43.446 19153 19196 W JobInfo : Requested important-while-foreground flag for job555000374 is ignored and takes no effect
08-18 01:33:43.447  1338  1799 I DiscoveryManager: Filter criteria(null) scannerFlags(0)
08-18 01:33:43.448  1338  1799 W DatabaseProcessor: processLocalDevices: failed to get the network info with non-null networkId.
08-18 01:33:43.448   638  1728 I WifiService: releaseMulticastLock uid=10146 lockTag=MdnsServiceBrowserImpl
08-18 01:33:43.448   638  1728 V WifiPermissionsUtil: deviceOwner:null
08-18 01:33:43.448   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:33:43.448   638   904 I serviceDiscovery: [MdnsDiscoveryManager] Unregistering listener for serviceType:_googlecast._tcp.local
08-18 01:33:43.449   638   904 I WifiService: releaseMulticastLock uid=1000 lockTag=NsdService
08-18 01:33:43.449   638  1728 D ConnectivityService: requestNetwork for uid/pid:10159/19153 activeRequest: null callbackRequest: 1278 [NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]] callback flags: 0 order: 2147483647 isUidTracked: false declaredMethods: AVAIL|LOST|NC
08-18 01:33:43.451   638   895 D WifiNetworkFactory: got request NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:33:43.451   638   895 V WifiNetworkFactory: Accepted network request NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:33:43.451   638   895 D UntrustedWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:33:43.451   638   895 D OemPaidWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:33:43.451   638   901 D ConnectivityService: NetReassign [1279 : null → 100] [c 0] [a 0] [i 0]
08-18 01:33:43.451   638   895 D MultiInternetWifiNetworkFactory: got request NetworkRequest [ REQUEST id=1279, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED&NOT_BANDWIDTH_CONSTRAINED Uid: 10159 RequestorUid: 10159 RequestorPkg: com.google.android.apps.photos UnderlyingNetworks: Null] ]
08-18 01:33:43.451   638   904 I serviceDiscovery: [MdnsSocketProvider] Stop monitoring sockets.
08-18 01:33:43.451   638   904 I TetheringManager: unregisterTetheringEventCallback caller:android
08-18 01:33:43.452  1086  1225 D IpClient.wlan0: set max DTIM multiplier to 2
08-18 01:33:43.452   638   895 D WifiVendorHal: installPacketFilter filter length 1899
